 Device Time,Trip Time(Since journey start)(s),Engine RPM(rpm),Speed (OBD)(km/h),Engine kW (At the wheels)(kW),Torque(Nm),Gear Status,Power/ Torque,W,H/J
54:42.1,1905,1351.5,18,-,-,,#VALUE!,141.5857143,#VALUE!
54:43.1,1906,1537.25,17,-,-,,#VALUE!,161.0452381,#VALUE!
54:44.1,1907,1537.25,19,3.98537874,24.75638008,,160.983905,161.0452381,0.999619156
54:45.1,1908,1350.5,18,3.98537874,24.75638008,,160.983905,141.4809524,1.13784861
54:46.1,1909,1350.5,17,3.98537874,24.75638008,,160.983905,141.4809524,1.13784861
54:47.1,1910,1259.5,16,-,-,,#VALUE!,131.947619,#VALUE!
54:48.1,1911,1302.5,16,-,-,,#VALUE!,136.452381,#VALUE!
54:49.1,1912,1374.5,17,0.87448519,6.07532835,,143.9403995,143.9952381,0.999619164
54:50.1,1913,1276,15,0.87448519,6.07532835,,143.9403995,133.6761905,1.076784123
54:51.1,1914,1093.5,14,0.87448519,6.07532835,,143.9403995,114.5571429,1.256494322
54:52.1,1915,1048,13,-,-,,#VALUE!,109.7904762,#VALUE!
54:53.1,1916,1142,13,-,-,,#VALUE!,119.6380952,#VALUE!
54:54.1,1917,1316.25,16,2.6686492,19.36043549,,137.8403498,137.8928571,0.999619216
54:55.1,1918,1633.75,20,8.61612701,50.36032867,,171.0895707,171.1547619,0.999619109
54:56.1,1919,1643.75,20,8.61612701,50.36032867,,171.0895707,172.202381,0.993537776
54:57.1,1920,1463.5,18,8.61612701,50.36032867,,171.0895707,153.3190476,1.115905514
54:58.1,1921,1351.25,17,-,-,,#VALUE!,141.5595238,#VALUE!
54:59.1,1922,1249.5,16,-,-,,#VALUE!,130.9,#VALUE!
55:00.1,1923,1158.75,15,-,-,,#VALUE!,121.3928571,#VALUE!
55:01.1,1924,1134.5,14,-,-,,#VALUE!,118.852381,#VALUE!
55:02.1,1925,1159.25,14,-,-,,#VALUE!,121.4452381,#VALUE!
55:03.1,1926,1338,17,4.93661118,35.23180008,,140.1180516,140.1714286,0.999619202
55:04.1,1927,1488,19,4.93661118,35.23180008,,140.1180516,155.8857143,0.898851137
55:05.1,1928,1514.5,19,2.13910365,13.48728752,,158.6014717,158.6619048,0.999619108
55:06.1,1929,1091,16,2.13910365,13.48728752,,158.6014717,114.2952381,1.38764724
55:07.1,1930,949.5,13,2.13910365,13.48728752,,158.6014717,99.47142857,1.594442484
55:08.1,1931,961.5,11,-,-,,#VALUE!,100.7285714,#VALUE!
55:09.1,1932,961.5,11,-,-,,#VALUE!,100.7285714,#VALUE!
55:10.1,1933,931.25,7,-,-,,#VALUE!,97.55952381,#VALUE!
55:11.1,1934,945.25,4,-,-,1,#VALUE!,99.02619048,#VALUE!
55:12.1,1935,932.5,3,-,-,,#VALUE!,97.69047619,#VALUE!
55:13.1,1936,942.75,2,-,-,,#VALUE!,98.76428571,#VALUE!
55:14.1,1937,933.5,1,-,-,,#VALUE!,97.7952381,#VALUE!
55:15.1,1938,945.25,1,-,-,,#VALUE!,99.02619048,#VALUE!
55:16.1,1939,890,0,-,-,,#VALUE!,93.23809524,#VALUE!
55:17.1,1940,1034.25,1,0.10307699,0.95169598,,108.3087374,108.35,0.999619173
55:18.1,1941,1082.5,1,0.10307699,0.95169598,,108.3087374,113.4047619,0.955063399
55:19.1,1942,1036.25,0,0.10307699,0.95169598,,108.3087374,108.5595238,0.997689872
55:20.1,1943,1196,2,0.43123627,3.44307232,,125.2475202,125.2952381,0.999619156
55:21.1,1944,2359.75,5,1.40535152,5.68697071,,247.11777,247.2119048,0.999619214
55:22.1,1945,1197,6,1.40535152,5.68697071,,247.11777,125.4,1.970636125
55:23.1,1946,1073.75,6,0.30501089,2.71252775,,112.4452607,112.4880952,0.999619208
55:24.1,1947,1507.5,7,0.70869058,4.48912144,,157.8684358,157.9285714,0.999619223
55:25.1,1948,1303,9,1.72227097,12.62173557,,136.452785,136.5047619,0.99961923
55:26.1,1949,1512.75,10,1.72227097,12.62173557,,136.452785,158.4785714,0.861017258
55:27.1,1950,1613,11,1.25147128,7.40881205,,168.9165917,168.9809524,0.999619125
55:28.1,1951,1305.25,10,1.25147128,7.40881205,,168.9165917,136.7404762,1.235307909
55:29.1,1952,937.25,8,1.25147128,7.40881205,,168.9165917,98.18809524,1.720336781
55:30.1,1953,960,7,-,-,,#VALUE!,100.5714286,#VALUE!
55:31.1,1954,972.25,7,-,-,,#VALUE!,101.8547619,#VALUE!
55:32.1,1955,946,7,-,-,,#VALUE!,99.1047619,#VALUE!
55:33.1,1956,946,5,-,-,,#VALUE!,99.1047619,#VALUE!
55:34.1,1957,943.5,4,-,-,,#VALUE!,98.84285714,#VALUE!
55:35.1,1958,929,3,-,-,,#VALUE!,97.32380952,#VALUE!
55:36.1,1959,946.75,0,-,-,,#VALUE!,99.18333333,#VALUE!
55:37.1,1960,988.75,0,-,-,,#VALUE!,103.5833333,#VALUE!
55:38.1,1961,1580.75,0,-,-,,#VALUE!,165.602381,#VALUE!
55:39.1,1962,1781.25,2,0.42613286,2.28445268,,186.5360853,186.6071429,0.999619213
55:40.1,1963,1942.25,3,0.42613286,2.28445268,,186.5360853,203.4738095,0.916757227
55:41.1,1964,1772.75,3,0.16644788,0.89658779,,185.6459366,185.7166667,0.999619151
55:42.1,1965,1535,5,0.16644788,0.89658779,,185.6459366,160.8095238,1.154446156
55:43.1,1966,1403.25,8,2.28865862,15.57427979,,146.9511689,147.0071429,0.999619243
55:44.1,1967,1286,9,0.96546352,7.16897249,,134.6725101,134.7238095,0.999619225
55:45.1,1968,1188.5,8,0.96546352,7.16897249,,134.6725101,124.5095238,1.081624168
55:46.1,1969,1017.25,7,0.96546352,7.16897249,,134.6725101,106.5690476,1.263711304
55:47.1,1970,910.5,6,0.96546352,7.16897249,,134.6725101,95.38571429,1.411872953
55:48.1,1971,882.5,6,-,-,,#VALUE!,92.45238095,#VALUE!
55:49.1,1972,888.25,6,-,-,,#VALUE!,93.0547619,#VALUE!
55:50.1,1973,998.5,7,-,-,,#VALUE!,104.6047619,#VALUE!
55:51.1,1974,1219,8,0.89230508,6.98991156,,127.656133,127.7047619,0.999619209
55:52.1,1975,1411.5,9,0.89230508,6.98991156,,127.656133,147.8714286,0.863291403
55:53.1,1976,1323.5,9,0.49780938,3.59170938,,138.5995712,138.652381,0.999619121
55:54.1,1977,1006.75,9,0.49780938,3.59170938,,138.5995712,105.4690476,1.31412556
55:55.1,1978,967.75,8,0.49780938,3.59170938,,138.5995712,101.3833333,1.367084378
55:56.1,1979,936.75,7,0.49780938,3.59170938,,138.5995712,98.13571429,1.412325495
55:57.1,1980,938.5,7,-,-,,#VALUE!,98.31904762,#VALUE!
55:58.1,1981,924.5,6,-,-,,#VALUE!,96.85238095,#VALUE!
55:59.1,1982,948.75,6,-,-,,#VALUE!,99.39285714,#VALUE!
56:00.1,1983,1104.75,7,0.39322558,3.39891076,,115.6916459,115.7357143,0.999619232
56:01.1,1984,1152.5,8,0.39322558,3.39891076,,115.6916459,120.7380952,0.958203338
56:02.1,1985,1140.25,8,0.43558344,3.64781928,,119.4092707,119.4547619,0.999619177
56:03.1,1986,1069.5,7,0.43558344,3.64781928,,119.4092707,112.0428571,1.065746392
56:04.1,1987,1041.25,7,0.43558344,3.64781928,,119.4092707,109.0833333,1.094661
56:05.1,1988,1014.5,7,0.43558344,3.64781928,,119.4092707,106.2809524,1.123524659
56:06.1,1989,958.75,6,-,-,,#VALUE!,100.4404762,#VALUE!
56:07.1,1990,961.75,5,-,-,,#VALUE!,100.7547619,#VALUE!
56:08.1,1991,957.75,4,-,-,,#VALUE!,100.3357143,#VALUE!
56:09.1,1992,949.75,4,-,-,,#VALUE!,99.49761905,#VALUE!
56:10.1,1993,954.75,3,-,-,,#VALUE!,100.0214286,#VALUE!
56:11.1,1994,958,3,-,-,,#VALUE!,100.3619048,#VALUE!
56:12.1,1995,966.75,2,-,-,,#VALUE!,101.2785714,#VALUE!
56:13.1,1996,979.25,0,-,-,,#VALUE!,102.5880952,#VALUE!
56:14.1,1997,946.25,0,-,-,,#VALUE!,99.13095238,#VALUE!
56:15.1,1998,918.25,0,-,-,,#VALUE!,96.19761905,#VALUE!
56:16.1,1999,898.5,0,-,-,,#VALUE!,94.12857143,#VALUE!
56:17.1,2000,894.25,0,-,-,,#VALUE!,93.68333333,#VALUE!
56:18.1,2001,914.5,0,-,-,,#VALUE!,95.8047619,#VALUE!
56:19.1,2002,957.25,0,-,-,,#VALUE!,100.2833333,#VALUE!
56:20.1,2003,955.5,0,-,-,,#VALUE!,100.1,#VALUE!
56:21.1,2004,934.5,0,-,-,,#VALUE!,97.9,#VALUE!
56:22.1,2005,886,0,-,-,,#VALUE!,92.81904762,#VALUE!
56:23.1,2006,890.5,0,-,-,,#VALUE!,93.29047619,#VALUE!
56:24.1,2007,896.5,0,-,-,,#VALUE!,93.91904762,#VALUE!
56:25.1,2008,896.5,0,-,-,,#VALUE!,93.91904762,#VALUE!
